date,year,quarter,month,month_name,week,day_of_week,day,is_weekend,month_year,year_month,quarter_number
2024-12-22,2024,Q4,12,December,51,Sunday,22,True,2024-12,202412,4
2024-12-23,2024,Q4,12,December,52,Monday,23,False,2024-12,202412,4
2024-12-24,2024,Q4,12,December,52,Tuesday,24,False,2024-12,202412,4
2024-12-25,2024,Q4,12,December,52,Wednesday,25,False,2024-12,202412,4
2024-12-26,2024,Q4,12,December,52,Thursday,26,False,2024-12,202412,4
2024-12-27,2024,Q4,12,December,52,Friday,27,True,2024-12,202412,4
2024-12-28,2024,Q4,12,December,52,Saturday,28,True,2024-12,202412,4
2024-12-29,2024,Q4,12,December,52,Sunday,29,True,2024-12,202412,4
2024-12-30,2024,Q4,12,December,1,Monday,30,False,2024-12,202412,4
2024-12-31,2024,Q4,12,December,1,Tuesday,31,False,2024-12,202412,4
2025-01-01,2025,Q1,1,January,1,Wednesday,1,False,2025-01,202501,1
2025-01-02,2025,Q1,1,January,1,Thursday,2,False,2025-01,202501,1
2025-01-03,2025,Q1,1,January,1,Friday,3,True,2025-01,202501,1
2025-01-04,2025,Q1,1,January,1,Saturday,4,True,2025-01,202501,1
2025-01-05,2025,Q1,1,January,1,Sunday,5,True,2025-01,202501,1
2025-01-06,2025,Q1,1,January,2,Monday,6,False,2025-01,202501,1
2025-01-07,2025,Q1,1,January,2,Tuesday,7,False,2025-01,202501,1
2025-01-08,2025,Q1,1,January,2,Wednesday,8,False,2025-01,202501,1
2025-01-09,2025,Q1,1,January,2,Thursday,9,False,2025-01,202501,1
2025-01-10,2025,Q1,1,January,2,Friday,10,True,2025-01,202501,1
2025-01-11,2025,Q1,1,January,2,Saturday,11,True,2025-01,202501,1
2025-01-12,2025,Q1,1,January,2,Sunday,12,True,2025-01,202501,1
2025-01-13,2025,Q1,1,January,3,Monday,13,False,2025-01,202501,1
2025-01-14,2025,Q1,1,January,3,Tuesday,14,False,2025-01,202501,1
2025-01-15,2025,Q1,1,January,3,Wednesday,15,False,2025-01,202501,1
2025-01-16,2025,Q1,1,January,3,Thursday,16,False,2025-01,202501,1
2025-01-17,2025,Q1,1,January,3,Friday,17,True,2025-01,202501,1
2025-01-18,2025,Q1,1,January,3,Saturday,18,True,2025-01,202501,1
2025-01-19,2025,Q1,1,January,3,Sunday,19,True,2025-01,202501,1
2025-01-20,2025,Q1,1,January,4,Monday,20,False,2025-01,202501,1
2025-01-21,2025,Q1,1,January,4,Tuesday,21,False,2025-01,202501,1
2025-01-22,2025,Q1,1,January,4,Wednesday,22,False,2025-01,202501,1
2025-01-23,2025,Q1,1,January,4,Thursday,23,False,2025-01,202501,1
2025-01-24,2025,Q1,1,January,4,Friday,24,True,2025-01,202501,1
2025-01-25,2025,Q1,1,January,4,Saturday,25,True,2025-01,202501,1
2025-01-26,2025,Q1,1,January,4,Sunday,26,True,2025-01,202501,1
2025-01-27,2025,Q1,1,January,5,Monday,27,False,2025-01,202501,1
2025-01-28,2025,Q1,1,January,5,Tuesday,28,False,2025-01,202501,1
2025-01-29,2025,Q1,1,January,5,Wednesday,29,False,2025-01,202501,1
2025-01-30,2025,Q1,1,January,5,Thursday,30,False,2025-01,202501,1
2025-01-31,2025,Q1,1,January,5,Friday,31,True,2025-01,202501,1
2025-02-01,2025,Q1,2,February,5,Saturday,1,True,2025-02,202502,1
2025-02-02,2025,Q1,2,February,5,Sunday,2,True,2025-02,202502,1
2025-02-03,2025,Q1,2,February,6,Monday,3,False,2025-02,202502,1
2025-02-04,2025,Q1,2,February,6,Tuesday,4,False,2025-02,202502,1
2025-02-05,2025,Q1,2,February,6,Wednesday,5,False,2025-02,202502,1
2025-02-06,2025,Q1,2,February,6,Thursday,6,False,2025-02,202502,1
2025-02-07,2025,Q1,2,February,6,Friday,7,True,2025-02,202502,1
2025-02-08,2025,Q1,2,February,6,Saturday,8,True,2025-02,202502,1
2025-02-09,2025,Q1,2,February,6,Sunday,9,True,2025-02,202502,1
2025-02-10,2025,Q1,2,February,7,Monday,10,False,2025-02,202502,1
2025-02-11,2025,Q1,2,February,7,Tuesday,11,False,2025-02,202502,1
2025-02-12,2025,Q1,2,February,7,Wednesday,12,False,2025-02,202502,1
2025-02-13,2025,Q1,2,February,7,Thursday,13,False,2025-02,202502,1
2025-02-14,2025,Q1,2,February,7,Friday,14,True,2025-02,202502,1
2025-02-15,2025,Q1,2,February,7,Saturday,15,True,2025-02,202502,1
2025-02-16,2025,Q1,2,February,7,Sunday,16,True,2025-02,202502,1
2025-02-17,2025,Q1,2,February,8,Monday,17,False,2025-02,202502,1
2025-02-18,2025,Q1,2,February,8,Tuesday,18,False,2025-02,202502,1
2025-02-19,2025,Q1,2,February,8,Wednesday,19,False,2025-02,202502,1
2025-02-20,2025,Q1,2,February,8,Thursday,20,False,2025-02,202502,1
2025-02-21,2025,Q1,2,February,8,Friday,21,True,2025-02,202502,1
2025-02-22,2025,Q1,2,February,8,Saturday,22,True,2025-02,202502,1
2025-02-23,2025,Q1,2,February,8,Sunday,23,True,2025-02,202502,1
2025-02-24,2025,Q1,2,February,9,Monday,24,False,2025-02,202502,1
2025-02-25,2025,Q1,2,February,9,Tuesday,25,False,2025-02,202502,1
2025-02-26,2025,Q1,2,February,9,Wednesday,26,False,2025-02,202502,1
2025-02-27,2025,Q1,2,February,9,Thursday,27,False,2025-02,202502,1
2025-02-28,2025,Q1,2,February,9,Friday,28,True,2025-02,202502,1
2025-03-01,2025,Q1,3,March,9,Saturday,1,True,2025-03,202503,1
2025-03-02,2025,Q1,3,March,9,Sunday,2,True,2025-03,202503,1
2025-03-03,2025,Q1,3,March,10,Monday,3,False,2025-03,202503,1
2025-03-04,2025,Q1,3,March,10,Tuesday,4,False,2025-03,202503,1
2025-03-05,2025,Q1,3,March,10,Wednesday,5,False,2025-03,202503,1
2025-03-06,2025,Q1,3,March,10,Thursday,6,False,2025-03,202503,1
2025-03-07,2025,Q1,3,March,10,Friday,7,True,2025-03,202503,1
2025-03-08,2025,Q1,3,March,10,Saturday,8,True,2025-03,202503,1
2025-03-09,2025,Q1,3,March,10,Sunday,9,True,2025-03,202503,1
2025-03-10,2025,Q1,3,March,11,Monday,10,False,2025-03,202503,1
2025-03-11,2025,Q1,3,March,11,Tuesday,11,False,2025-03,202503,1
2025-03-12,2025,Q1,3,March,11,Wednesday,12,False,2025-03,202503,1
2025-03-13,2025,Q1,3,March,11,Thursday,13,False,2025-03,202503,1
2025-03-14,2025,Q1,3,March,11,Friday,14,True,2025-03,202503,1
2025-03-15,2025,Q1,3,March,11,Saturday,15,True,2025-03,202503,1
2025-03-16,2025,Q1,3,March,11,Sunday,16,True,2025-03,202503,1
2025-03-17,2025,Q1,3,March,12,Monday,17,False,2025-03,202503,1
2025-03-18,2025,Q1,3,March,12,Tuesday,18,False,2025-03,202503,1
2025-03-19,2025,Q1,3,March,12,Wednesday,19,False,2025-03,202503,1
2025-03-20,2025,Q1,3,March,12,Thursday,20,False,2025-03,202503,1
2025-03-21,2025,Q1,3,March,12,Friday,21,True,2025-03,202503,1
2025-03-22,2025,Q1,3,March,12,Saturday,22,True,2025-03,202503,1
2025-03-23,2025,Q1,3,March,12,Sunday,23,True,2025-03,202503,1
2025-03-24,2025,Q1,3,March,13,Monday,24,False,2025-03,202503,1
2025-03-25,2025,Q1,3,March,13,Tuesday,25,False,2025-03,202503,1
2025-03-26,2025,Q1,3,March,13,Wednesday,26,False,2025-03,202503,1
2025-03-27,2025,Q1,3,March,13,Thursday,27,False,2025-03,202503,1
2025-03-28,2025,Q1,3,March,13,Friday,28,True,2025-03,202503,1
2025-03-29,2025,Q1,3,March,13,Saturday,29,True,2025-03,202503,1
2025-03-30,2025,Q1,3,March,13,Sunday,30,True,2025-03,202503,1
2025-03-31,2025,Q1,3,March,14,Monday,31,False,2025-03,202503,1
2025-04-01,2025,Q2,4,April,14,Tuesday,1,False,2025-04,202504,2
2025-04-02,2025,Q2,4,April,14,Wednesday,2,False,2025-04,202504,2
2025-04-03,2025,Q2,4,April,14,Thursday,3,False,2025-04,202504,2
2025-04-04,2025,Q2,4,April,14,Friday,4,True,2025-04,202504,2
2025-04-05,2025,Q2,4,April,14,Saturday,5,True,2025-04,202504,2
2025-04-06,2025,Q2,4,April,14,Sunday,6,True,2025-04,202504,2
2025-04-07,2025,Q2,4,April,15,Monday,7,False,2025-04,202504,2
2025-04-08,2025,Q2,4,April,15,Tuesday,8,False,2025-04,202504,2
2025-04-09,2025,Q2,4,April,15,Wednesday,9,False,2025-04,202504,2
2025-04-10,2025,Q2,4,April,15,Thursday,10,False,2025-04,202504,2
2025-04-11,2025,Q2,4,April,15,Friday,11,True,2025-04,202504,2
2025-04-12,2025,Q2,4,April,15,Saturday,12,True,2025-04,202504,2
2025-04-13,2025,Q2,4,April,15,Sunday,13,True,2025-04,202504,2
2025-04-14,2025,Q2,4,April,16,Monday,14,False,2025-04,202504,2
2025-04-15,2025,Q2,4,April,16,Tuesday,15,False,2025-04,202504,2
2025-04-16,2025,Q2,4,April,16,Wednesday,16,False,2025-04,202504,2
2025-04-17,2025,Q2,4,April,16,Thursday,17,False,2025-04,202504,2
2025-04-18,2025,Q2,4,April,16,Friday,18,True,2025-04,202504,2
2025-04-19,2025,Q2,4,April,16,Saturday,19,True,2025-04,202504,2
2025-04-20,2025,Q2,4,April,16,Sunday,20,True,2025-04,202504,2
2025-04-21,2025,Q2,4,April,17,Monday,21,False,2025-04,202504,2
2025-04-22,2025,Q2,4,April,17,Tuesday,22,False,2025-04,202504,2
2025-04-23,2025,Q2,4,April,17,Wednesday,23,False,2025-04,202504,2
2025-04-24,2025,Q2,4,April,17,Thursday,24,False,2025-04,202504,2
2025-04-25,2025,Q2,4,April,17,Friday,25,True,2025-04,202504,2
2025-04-26,2025,Q2,4,April,17,Saturday,26,True,2025-04,202504,2
2025-04-27,2025,Q2,4,April,17,Sunday,27,True,2025-04,202504,2
2025-04-28,2025,Q2,4,April,18,Monday,28,False,2025-04,202504,2
2025-04-29,2025,Q2,4,April,18,Tuesday,29,False,2025-04,202504,2
2025-04-30,2025,Q2,4,April,18,Wednesday,30,False,2025-04,202504,2
2025-05-01,2025,Q2,5,May,18,Thursday,1,False,2025-05,202505,2
2025-05-02,2025,Q2,5,May,18,Friday,2,True,2025-05,202505,2
2025-05-03,2025,Q2,5,May,18,Saturday,3,True,2025-05,202505,2
2025-05-04,2025,Q2,5,May,18,Sunday,4,True,2025-05,202505,2
2025-05-05,2025,Q2,5,May,19,Monday,5,False,2025-05,202505,2
2025-05-06,2025,Q2,5,May,19,Tuesday,6,False,2025-05,202505,2
2025-05-07,2025,Q2,5,May,19,Wednesday,7,False,2025-05,202505,2
2025-05-08,2025,Q2,5,May,19,Thursday,8,False,2025-05,202505,2
2025-05-09,2025,Q2,5,May,19,Friday,9,True,2025-05,202505,2
2025-05-10,2025,Q2,5,May,19,Saturday,10,True,2025-05,202505,2
2025-05-11,2025,Q2,5,May,19,Sunday,11,True,2025-05,202505,2
2025-05-12,2025,Q2,5,May,20,Monday,12,False,2025-05,202505,2
2025-05-13,2025,Q2,5,May,20,Tuesday,13,False,2025-05,202505,2
2025-05-14,2025,Q2,5,May,20,Wednesday,14,False,2025-05,202505,2
2025-05-15,2025,Q2,5,May,20,Thursday,15,False,2025-05,202505,2
2025-05-16,2025,Q2,5,May,20,Friday,16,True,2025-05,202505,2
2025-05-17,2025,Q2,5,May,20,Saturday,17,True,2025-05,202505,2
2025-05-18,2025,Q2,5,May,20,Sunday,18,True,2025-05,202505,2
2025-05-19,2025,Q2,5,May,21,Monday,19,False,2025-05,202505,2
2025-05-20,2025,Q2,5,May,21,Tuesday,20,False,2025-05,202505,2
2025-05-21,2025,Q2,5,May,21,Wednesday,21,False,2025-05,202505,2
2025-05-22,2025,Q2,5,May,21,Thursday,22,False,2025-05,202505,2
2025-05-23,2025,Q2,5,May,21,Friday,23,True,2025-05,202505,2
2025-05-24,2025,Q2,5,May,21,Saturday,24,True,2025-05,202505,2
2025-05-25,2025,Q2,5,May,21,Sunday,25,True,2025-05,202505,2
2025-05-26,2025,Q2,5,May,22,Monday,26,False,2025-05,202505,2
2025-05-27,2025,Q2,5,May,22,Tuesday,27,False,2025-05,202505,2
2025-05-28,2025,Q2,5,May,22,Wednesday,28,False,2025-05,202505,2
2025-05-29,2025,Q2,5,May,22,Thursday,29,False,2025-05,202505,2
2025-05-30,2025,Q2,5,May,22,Friday,30,True,2025-05,202505,2
2025-05-31,2025,Q2,5,May,22,Saturday,31,True,2025-05,202505,2
2025-06-01,2025,Q2,6,June,22,Sunday,1,True,2025-06,202506,2
2025-06-02,2025,Q2,6,June,23,Monday,2,False,2025-06,202506,2
2025-06-03,2025,Q2,6,June,23,Tuesday,3,False,2025-06,202506,2
2025-06-04,2025,Q2,6,June,23,Wednesday,4,False,2025-06,202506,2
2025-06-05,2025,Q2,6,June,23,Thursday,5,False,2025-06,202506,2
2025-06-06,2025,Q2,6,June,23,Friday,6,True,2025-06,202506,2
2025-06-07,2025,Q2,6,June,23,Saturday,7,True,2025-06,202506,2
2025-06-08,2025,Q2,6,June,23,Sunday,8,True,2025-06,202506,2
2025-06-09,2025,Q2,6,June,24,Monday,9,False,2025-06,202506,2
2025-06-10,2025,Q2,6,June,24,Tuesday,10,False,2025-06,202506,2
2025-06-11,2025,Q2,6,June,24,Wednesday,11,False,2025-06,202506,2
2025-06-12,2025,Q2,6,June,24,Thursday,12,False,2025-06,202506,2
2025-06-13,2025,Q2,6,June,24,Friday,13,True,2025-06,202506,2
2025-06-14,2025,Q2,6,June,24,Saturday,14,True,2025-06,202506,2
2025-06-15,2025,Q2,6,June,24,Sunday,15,True,2025-06,202506,2
2025-06-16,2025,Q2,6,June,25,Monday,16,False,2025-06,202506,2
2025-06-17,2025,Q2,6,June,25,Tuesday,17,False,2025-06,202506,2
2025-06-18,2025,Q2,6,June,25,Wednesday,18,False,2025-06,202506,2
2025-06-19,2025,Q2,6,June,25,Thursday,19,False,2025-06,202506,2
2025-06-20,2025,Q2,6,June,25,Friday,20,True,2025-06,202506,2
2025-06-21,2025,Q2,6,June,25,Saturday,21,True,2025-06,202506,2
2025-06-22,2025,Q2,6,June,25,Sunday,22,True,2025-06,202506,2
2025-06-23,2025,Q2,6,June,26,Monday,23,False,2025-06,202506,2
2025-06-24,2025,Q2,6,June,26,Tuesday,24,False,2025-06,202506,2
2025-06-25,2025,Q2,6,June,26,Wednesday,25,False,2025-06,202506,2
2025-06-26,2025,Q2,6,June,26,Thursday,26,False,2025-06,202506,2
2025-06-27,2025,Q2,6,June,26,Friday,27,True,2025-06,202506,2
2025-06-28,2025,Q2,6,June,26,Saturday,28,True,2025-06,202506,2
2025-06-29,2025,Q2,6,June,26,Sunday,29,True,2025-06,202506,2
2025-06-30,2025,Q2,6,June,27,Monday,30,False,2025-06,202506,2
2025-07-01,2025,Q3,7,July,27,Tuesday,1,False,2025-07,202507,3
2025-07-02,2025,Q3,7,July,27,Wednesday,2,False,2025-07,202507,3
2025-07-03,2025,Q3,7,July,27,Thursday,3,False,2025-07,202507,3
2025-07-04,2025,Q3,7,July,27,Friday,4,True,2025-07,202507,3
2025-07-05,2025,Q3,7,July,27,Saturday,5,True,2025-07,202507,3
2025-07-06,2025,Q3,7,July,27,Sunday,6,True,2025-07,202507,3
2025-07-07,2025,Q3,7,July,28,Monday,7,False,2025-07,202507,3
2025-07-08,2025,Q3,7,July,28,Tuesday,8,False,2025-07,202507,3
2025-07-09,2025,Q3,7,July,28,Wednesday,9,False,2025-07,202507,3
2025-07-10,2025,Q3,7,July,28,Thursday,10,False,2025-07,202507,3
2025-07-11,2025,Q3,7,July,28,Friday,11,True,2025-07,202507,3
2025-07-12,2025,Q3,7,July,28,Saturday,12,True,2025-07,202507,3
2025-07-13,2025,Q3,7,July,28,Sunday,13,True,2025-07,202507,3
2025-07-14,2025,Q3,7,July,29,Monday,14,False,2025-07,202507,3
2025-07-15,2025,Q3,7,July,29,Tuesday,15,False,2025-07,202507,3
2025-07-16,2025,Q3,7,July,29,Wednesday,16,False,2025-07,202507,3
2025-07-17,2025,Q3,7,July,29,Thursday,17,False,2025-07,202507,3
2025-07-18,2025,Q3,7,July,29,Friday,18,True,2025-07,202507,3
2025-07-19,2025,Q3,7,July,29,Saturday,19,True,2025-07,202507,3
2025-07-20,2025,Q3,7,July,29,Sunday,20,True,2025-07,202507,3
2025-07-21,2025,Q3,7,July,30,Monday,21,False,2025-07,202507,3
2025-07-22,2025,Q3,7,July,30,Tuesday,22,False,2025-07,202507,3
2025-07-23,2025,Q3,7,July,30,Wednesday,23,False,2025-07,202507,3
2025-07-24,2025,Q3,7,July,30,Thursday,24,False,2025-07,202507,3
2025-07-25,2025,Q3,7,July,30,Friday,25,True,2025-07,202507,3
2025-07-26,2025,Q3,7,July,30,Saturday,26,True,2025-07,202507,3
2025-07-27,2025,Q3,7,July,30,Sunday,27,True,2025-07,202507,3
2025-07-28,2025,Q3,7,July,31,Monday,28,False,2025-07,202507,3
2025-07-29,2025,Q3,7,July,31,Tuesday,29,False,2025-07,202507,3
2025-07-30,2025,Q3,7,July,31,Wednesday,30,False,2025-07,202507,3
2025-07-31,2025,Q3,7,July,31,Thursday,31,False,2025-07,202507,3
2025-08-01,2025,Q3,8,August,31,Friday,1,True,2025-08,202508,3
2025-08-02,2025,Q3,8,August,31,Saturday,2,True,2025-08,202508,3
2025-08-03,2025,Q3,8,August,31,Sunday,3,True,2025-08,202508,3
2025-08-04,2025,Q3,8,August,32,Monday,4,False,2025-08,202508,3
2025-08-05,2025,Q3,8,August,32,Tuesday,5,False,2025-08,202508,3
2025-08-06,2025,Q3,8,August,32,Wednesday,6,False,2025-08,202508,3
2025-08-07,2025,Q3,8,August,32,Thursday,7,False,2025-08,202508,3
2025-08-08,2025,Q3,8,August,32,Friday,8,True,2025-08,202508,3
2025-08-09,2025,Q3,8,August,32,Saturday,9,True,2025-08,202508,3
2025-08-10,2025,Q3,8,August,32,Sunday,10,True,2025-08,202508,3
2025-08-11,2025,Q3,8,August,33,Monday,11,False,2025-08,202508,3
2025-08-12,2025,Q3,8,August,33,Tuesday,12,False,2025-08,202508,3
2025-08-13,2025,Q3,8,August,33,Wednesday,13,False,2025-08,202508,3
2025-08-14,2025,Q3,8,August,33,Thursday,14,False,2025-08,202508,3
2025-08-15,2025,Q3,8,August,33,Friday,15,True,2025-08,202508,3
2025-08-16,2025,Q3,8,August,33,Saturday,16,True,2025-08,202508,3
2025-08-17,2025,Q3,8,August,33,Sunday,17,True,2025-08,202508,3
2025-08-18,2025,Q3,8,August,34,Monday,18,False,2025-08,202508,3
2025-08-19,2025,Q3,8,August,34,Tuesday,19,False,2025-08,202508,3
2025-08-20,2025,Q3,8,August,34,Wednesday,20,False,2025-08,202508,3
2025-08-21,2025,Q3,8,August,34,Thursday,21,False,2025-08,202508,3
2025-08-22,2025,Q3,8,August,34,Friday,22,True,2025-08,202508,3
2025-08-23,2025,Q3,8,August,34,Saturday,23,True,2025-08,202508,3
2025-08-24,2025,Q3,8,August,34,Sunday,24,True,2025-08,202508,3
2025-08-25,2025,Q3,8,August,35,Monday,25,False,2025-08,202508,3
2025-08-26,2025,Q3,8,August,35,Tuesday,26,False,2025-08,202508,3
2025-08-27,2025,Q3,8,August,35,Wednesday,27,False,2025-08,202508,3
2025-08-28,2025,Q3,8,August,35,Thursday,28,False,2025-08,202508,3
2025-08-29,2025,Q3,8,August,35,Friday,29,True,2025-08,202508,3
2025-08-30,2025,Q3,8,August,35,Saturday,30,True,2025-08,202508,3
2025-08-31,2025,Q3,8,August,35,Sunday,31,True,2025-08,202508,3
2025-09-01,2025,Q3,9,September,36,Monday,1,False,2025-09,202509,3
2025-09-02,2025,Q3,9,September,36,Tuesday,2,False,2025-09,202509,3
2025-09-03,2025,Q3,9,September,36,Wednesday,3,False,2025-09,202509,3
2025-09-04,2025,Q3,9,September,36,Thursday,4,False,2025-09,202509,3
2025-09-05,2025,Q3,9,September,36,Friday,5,True,2025-09,202509,3
2025-09-06,2025,Q3,9,September,36,Saturday,6,True,2025-09,202509,3
2025-09-07,2025,Q3,9,September,36,Sunday,7,True,2025-09,202509,3
2025-09-08,2025,Q3,9,September,37,Monday,8,False,2025-09,202509,3
2025-09-09,2025,Q3,9,September,37,Tuesday,9,False,2025-09,202509,3
2025-09-10,2025,Q3,9,September,37,Wednesday,10,False,2025-09,202509,3
2025-09-11,2025,Q3,9,September,37,Thursday,11,False,2025-09,202509,3
2025-09-12,2025,Q3,9,September,37,Friday,12,True,2025-09,202509,3
2025-09-13,2025,Q3,9,September,37,Saturday,13,True,2025-09,202509,3
2025-09-14,2025,Q3,9,September,37,Sunday,14,True,2025-09,202509,3
2025-09-15,2025,Q3,9,September,38,Monday,15,False,2025-09,202509,3
2025-09-16,2025,Q3,9,September,38,Tuesday,16,False,2025-09,202509,3
2025-09-17,2025,Q3,9,September,38,Wednesday,17,False,2025-09,202509,3
2025-09-18,2025,Q3,9,September,38,Thursday,18,False,2025-09,202509,3
2025-09-19,2025,Q3,9,September,38,Friday,19,True,2025-09,202509,3
2025-09-20,2025,Q3,9,September,38,Saturday,20,True,2025-09,202509,3
2025-09-21,2025,Q3,9,September,38,Sunday,21,True,2025-09,202509,3
2025-09-22,2025,Q3,9,September,39,Monday,22,False,2025-09,202509,3
2025-09-23,2025,Q3,9,September,39,Tuesday,23,False,2025-09,202509,3
2025-09-24,2025,Q3,9,September,39,Wednesday,24,False,2025-09,202509,3
2025-09-25,2025,Q3,9,September,39,Thursday,25,False,2025-09,202509,3
2025-09-26,2025,Q3,9,September,39,Friday,26,True,2025-09,202509,3
2025-09-27,2025,Q3,9,September,39,Saturday,27,True,2025-09,202509,3
2025-09-28,2025,Q3,9,September,39,Sunday,28,True,2025-09,202509,3
2025-09-29,2025,Q3,9,September,40,Monday,29,False,2025-09,202509,3
2025-09-30,2025,Q3,9,September,40,Tuesday,30,False,2025-09,202509,3
2025-10-01,2025,Q4,10,October,40,Wednesday,1,False,2025-10,202510,4
2025-10-02,2025,Q4,10,October,40,Thursday,2,False,2025-10,202510,4
2025-10-03,2025,Q4,10,October,40,Friday,3,True,2025-10,202510,4
2025-10-04,2025,Q4,10,October,40,Saturday,4,True,2025-10,202510,4
2025-10-05,2025,Q4,10,October,40,Sunday,5,True,2025-10,202510,4
2025-10-06,2025,Q4,10,October,41,Monday,6,False,2025-10,202510,4
2025-10-07,2025,Q4,10,October,41,Tuesday,7,False,2025-10,202510,4
2025-10-08,2025,Q4,10,October,41,Wednesday,8,False,2025-10,202510,4
2025-10-09,2025,Q4,10,October,41,Thursday,9,False,2025-10,202510,4
2025-10-10,2025,Q4,10,October,41,Friday,10,True,2025-10,202510,4
2025-10-11,2025,Q4,10,October,41,Saturday,11,True,2025-10,202510,4
2025-10-12,2025,Q4,10,October,41,Sunday,12,True,2025-10,202510,4
2025-10-13,2025,Q4,10,October,42,Monday,13,False,2025-10,202510,4
2025-10-14,2025,Q4,10,October,42,Tuesday,14,False,2025-10,202510,4
2025-10-15,2025,Q4,10,October,42,Wednesday,15,False,2025-10,202510,4
2025-10-16,2025,Q4,10,October,42,Thursday,16,False,2025-10,202510,4
2025-10-17,2025,Q4,10,October,42,Friday,17,True,2025-10,202510,4
2025-10-18,2025,Q4,10,October,42,Saturday,18,True,2025-10,202510,4
2025-10-19,2025,Q4,10,October,42,Sunday,19,True,2025-10,202510,4
2025-10-20,2025,Q4,10,October,43,Monday,20,False,2025-10,202510,4
2025-10-21,2025,Q4,10,October,43,Tuesday,21,False,2025-10,202510,4
2025-10-22,2025,Q4,10,October,43,Wednesday,22,False,2025-10,202510,4
2025-10-23,2025,Q4,10,October,43,Thursday,23,False,2025-10,202510,4
2025-10-24,2025,Q4,10,October,43,Friday,24,True,2025-10,202510,4
2025-10-25,2025,Q4,10,October,43,Saturday,25,True,2025-10,202510,4
2025-10-26,2025,Q4,10,October,43,Sunday,26,True,2025-10,202510,4
2025-10-27,2025,Q4,10,October,44,Monday,27,False,2025-10,202510,4
2025-10-28,2025,Q4,10,October,44,Tuesday,28,False,2025-10,202510,4
2025-10-29,2025,Q4,10,October,44,Wednesday,29,False,2025-10,202510,4
2025-10-30,2025,Q4,10,October,44,Thursday,30,False,2025-10,202510,4
2025-10-31,2025,Q4,10,October,44,Friday,31,True,2025-10,202510,4
2025-11-01,2025,Q4,11,November,44,Saturday,1,True,2025-11,202511,4
2025-11-02,2025,Q4,11,November,44,Sunday,2,True,2025-11,202511,4
2025-11-03,2025,Q4,11,November,45,Monday,3,False,2025-11,202511,4
2025-11-04,2025,Q4,11,November,45,Tuesday,4,False,2025-11,202511,4
2025-11-05,2025,Q4,11,November,45,Wednesday,5,False,2025-11,202511,4
2025-11-06,2025,Q4,11,November,45,Thursday,6,False,2025-11,202511,4
2025-11-07,2025,Q4,11,November,45,Friday,7,True,2025-11,202511,4
2025-11-08,2025,Q4,11,November,45,Saturday,8,True,2025-11,202511,4
2025-11-09,2025,Q4,11,November,45,Sunday,9,True,2025-11,202511,4
2025-11-10,2025,Q4,11,November,46,Monday,10,False,2025-11,202511,4
2025-11-11,2025,Q4,11,November,46,Tuesday,11,False,2025-11,202511,4
2025-11-12,2025,Q4,11,November,46,Wednesday,12,False,2025-11,202511,4
2025-11-13,2025,Q4,11,November,46,Thursday,13,False,2025-11,202511,4
2025-11-14,2025,Q4,11,November,46,Friday,14,True,2025-11,202511,4
2025-11-15,2025,Q4,11,November,46,Saturday,15,True,2025-11,202511,4
2025-11-16,2025,Q4,11,November,46,Sunday,16,True,2025-11,202511,4
2025-11-17,2025,Q4,11,November,47,Monday,17,False,2025-11,202511,4
2025-11-18,2025,Q4,11,November,47,Tuesday,18,False,2025-11,202511,4
2025-11-19,2025,Q4,11,November,47,Wednesday,19,False,2025-11,202511,4
2025-11-20,2025,Q4,11,November,47,Thursday,20,False,2025-11,202511,4
2025-11-21,2025,Q4,11,November,47,Friday,21,True,2025-11,202511,4
2025-11-22,2025,Q4,11,November,47,Saturday,22,True,2025-11,202511,4
2025-11-23,2025,Q4,11,November,47,Sunday,23,True,2025-11,202511,4
2025-11-24,2025,Q4,11,November,48,Monday,24,False,2025-11,202511,4
2025-11-25,2025,Q4,11,November,48,Tuesday,25,False,2025-11,202511,4
2025-11-26,2025,Q4,11,November,48,Wednesday,26,False,2025-11,202511,4
2025-11-27,2025,Q4,11,November,48,Thursday,27,False,2025-11,202511,4
2025-11-28,2025,Q4,11,November,48,Friday,28,True,2025-11,202511,4
2025-11-29,2025,Q4,11,November,48,Saturday,29,True,2025-11,202511,4
2025-11-30,2025,Q4,11,November,48,Sunday,30,True,2025-11,202511,4
2025-12-01,2025,Q4,12,December,49,Monday,1,False,2025-12,202512,4
2025-12-02,2025,Q4,12,December,49,Tuesday,2,False,2025-12,202512,4
2025-12-03,2025,Q4,12,December,49,Wednesday,3,False,2025-12,202512,4
2025-12-04,2025,Q4,12,December,49,Thursday,4,False,2025-12,202512,4
2025-12-05,2025,Q4,12,December,49,Friday,5,True,2025-12,202512,4
2025-12-06,2025,Q4,12,December,49,Saturday,6,True,2025-12,202512,4
2025-12-07,2025,Q4,12,December,49,Sunday,7,True,2025-12,202512,4
2025-12-08,2025,Q4,12,December,50,Monday,8,False,2025-12,202512,4
2025-12-09,2025,Q4,12,December,50,Tuesday,9,False,2025-12,202512,4
2025-12-10,2025,Q4,12,December,50,Wednesday,10,False,2025-12,202512,4
2025-12-11,2025,Q4,12,December,50,Thursday,11,False,2025-12,202512,4
2025-12-12,2025,Q4,12,December,50,Friday,12,True,2025-12,202512,4
2025-12-13,2025,Q4,12,December,50,Saturday,13,True,2025-12,202512,4
