customer_id,gender,age,city,customer_segment
C00757,Female,41,Dammam,New
C00758,Male,29,Tabuk,Regular
C00759,Female,30,Riyadh,Occasional
C00760,Female,28,Abha,New
C00761,Male,45,Dammam,Regular
C00762,Male,58,Khobar,New
C00763,Male,63,Riyadh,Regular
C00764,Female,25,Jeddah,Regular
C00765,Male,54,Makkah,Regular
C00766,Female,47,Khobar,Premium
C00767,Female,29,Riyadh,Regular
C00768,Female,24,Dammam,Regular
C00769,Male,33,Riyadh,Occasional
C00770,Female,60,Tabuk,New
C00771,Male,37,Madinah,Premium
C00772,Female,41,Riyadh,Regular
C00773,Male,28,Madinah,Regular
C00774,Male,37,Abha,Regular
C00775,Female,23,Jeddah,Occasional
C00776,Male,31,Khobar,Regular
C00777,Male,41,Jeddah,Premium
C00778,Female,21,Khobar,Occasional
C00779,Female,51,Jeddah,New
C00780,Female,26,Jeddah,Regular
C00781,Female,35,Jeddah,Occasional
C00782,Male,26,Riyadh,Regular
C00783,Male,38,Madinah,Regular
C00784,Male,20,Jeddah,Regular
C00785,Male,24,Jeddah,Regular
C00786,Female,64,Madinah,New
C00787,Female,30,Jeddah,Regular
C00788,Male,50,Dammam,Regular
C00789,Male,67,Abha,Regular
C00790,Female,33,Madinah,Regular
C00791,Male,33,Riyadh,Occasional
C00792,Female,38,Jeddah,Regular
C00793,Male,63,Tabuk,Regular
C00794,Female,69,Jeddah,Occasional
C00795,Male,40,Jeddah,Regular
C00796,Female,46,Riyadh,Premium
C00797,Female,19,Riyadh,Premium
C00798,Female,68,Makkah,Regular
C00799,Female,65,Makkah,Premium
C00800,Female,30,Tabuk,Regular
C00801,Female,26,Makkah,Occasional
C00802,Male,21,Riyadh,Occasional
C00803,Female,29,Riyadh,Occasional
C00804,Female,52,Tabuk,New
C00805,Male,32,Jeddah,Regular
C00806,Female,21,Jeddah,New
C00807,Female,30,Abha,Regular
C00808,Female,58,Dammam,Regular
C00809,Male,35,Riyadh,Regular
C00810,Male,31,Madinah,Premium
C00811,Female,32,Tabuk,New
C00812,Female,63,Riyadh,Regular
C00813,Male,46,Madinah,Regular
C00814,Female,25,Jeddah,Regular
C00815,Female,21,Dammam,Premium
C00816,Male,22,Abha,Regular
C00817,Female,22,Tabuk,Premium
C00818,Male,44,Riyadh,Regular
C00819,Male,66,Riyadh,New
C00820,Male,35,Riyadh,Regular
C00821,Female,49,Dammam,Regular
C00822,Male,30,Riyadh,Occasional
C00823,Male,37,Jeddah,New
C00824,Male,51,Riyadh,Regular
C00825,Male,30,Jeddah,Regular
C00826,Female,28,Riyadh,New
C00827,Male,37,Madinah,Regular
C00828,Male,22,Riyadh,Regular
C00829,Female,27,Jeddah,Regular
C00830,Male,44,Madinah,New
C00831,Male,63,Makkah,New
C00832,Male,43,Riyadh,Occasional
C00833,Male,50,Riyadh,Regular
C00834,Male,30,Khobar,Regular
C00835,Male,48,Jeddah,Regular
C00836,Male,38,Makkah,New
C00837,Female,46,Jeddah,New
C00838,Male,34,Jeddah,Regular
C00839,Female,38,Jeddah,Occasional
C00840,Female,42,Makkah,Regular
C00841,Male,34,Abha,Regular
C00842,Female,19,Riyadh,Occasional
C00843,Male,18,Dammam,Regular
C00844,Female,23,Riyadh,Regular
C00845,Male,45,Jeddah,Premium
C00846,Male,26,Madinah,Occasional
C00847,Male,26,Jeddah,New
C00848,Female,50,Abha,New
C00849,Male,31,Dammam,Occasional
C00850,Female,37,Abha,Regular
C00851,Male,33,Makkah,Regular
C00852,Female,59,Riyadh,New
C00853,Male,49,Riyadh,Occasional
C00854,Female,48,Jeddah,Occasional
C00855,Male,33,Riyadh,Occasional
C00856,Male,52,Jeddah,Occasional
C00857,Male,21,Jeddah,Premium
C00858,Male,21,Abha,Regular
C00859,Female,21,Jeddah,Occasional
C00860,Male,36,Makkah,New
C00861,Female,43,Abha,Occasional
C00862,Male,37,Madinah,Regular
C00863,Male,21,Riyadh,Regular
C00864,Male,31,Jeddah,Occasional
C00865,Male,44,Jeddah,Occasional
C00866,Female,32,Jeddah,Occasional
C00867,Male,52,Jeddah,Regular
C00868,Male,28,Madinah,New
C00869,Female,51,Jeddah,Occasional
C00870,Female,44,Dammam,Occasional
C00871,Male,25,Tabuk,Regular
C00872,Male,30,Riyadh,Regular
C00873,Female,40,Jeddah,New
C00874,Male,50,Makkah,Premium
C00875,Male,26,Riyadh,Regular
C00876,Male,32,Dammam,Regular
C00877,Female,49,Riyadh,Occasional
C00878,Female,39,Madinah,Regular
C00879,Male,26,Jeddah,Regular
C00880,Male,38,Jeddah,New
C00881,Male,33,Dammam,Occasional
C00882,Female,43,Riyadh,Regular
C00883,Male,30,Riyadh,Regular
C00884,Male,65,Jeddah,New
C00885,Female,43,Jeddah,Regular
C00886,Male,38,Dammam,Occasional
C00887,Female,35,Dammam,Regular
C00888,Male,56,Dammam,New
C00889,Male,45,Khobar,Occasional
C00890,Male,42,Jeddah,Occasional
C00891,Female,43,Riyadh,Premium
C00892,Female,44,Makkah,New
C00893,Female,40,Madinah,Regular
C00894,Male,26,Riyadh,New
C00895,Female,40,Jeddah,Regular
C00896,Male,33,Jeddah,Occasional
C00897,Male,66,Dammam,Premium
C00898,Female,27,Khobar,Occasional
C00899,Male,63,Riyadh,Regular
C00900,Male,36,Makkah,Regular
C00901,Male,39,Riyadh,Regular
C00902,Male,36,Jeddah,Regular
C00903,Male,24,Madinah,Regular
C00904,Female,34,Jeddah,Regular
C00905,Male,24,Riyadh,New
C00906,Female,43,Tabuk,Regular
C00907,Female,31,Madinah,Occasional
C00908,Male,49,Makkah,Premium
C00909,Male,28,Jeddah,Occasional
C00910,Male,28,Riyadh,Regular
C00911,Female,34,Abha,New
C00912,Male,62,Dammam,Occasional
C00913,Female,44,Madinah,Regular
C00914,Male,34,Jeddah,Occasional
C00915,Female,44,Jeddah,Regular
C00916,Male,19,Tabuk,Occasional
C00917,Male,64,Dammam,Premium
C00918,Female,35,Riyadh,Regular
C00919,Female,29,Riyadh,Regular
C00920,Male,36,Jeddah,Occasional
C00921,Female,22,Riyadh,Regular
C00922,Male,65,Jeddah,Occasional
C00923,Female,33,Jeddah,Regular
C00924,Female,41,Makkah,Premium
C00925,Male,34,Jeddah,Occasional
C00926,Male,42,Tabuk,Occasional
C00927,Male,50,Riyadh,New
C00928,Male,43,Dammam,Occasional
C00929,Female,40,Riyadh,Occasional
C00930,Male,51,Makkah,Occasional
C00931,Male,24,Tabuk,Regular
C00932,Female,33,Makkah,Regular
C00933,Female,32,Dammam,Premium
C00934,Male,67,Jeddah,Regular
C00935,Male,25,Madinah,Regular
C00936,Male,48,Abha,New
C00937,Male,41,Tabuk,Regular
C00938,Female,32,Jeddah,Occasional
C00939,Male,31,Tabuk,Occasional
C00940,Female,27,Riyadh,Regular
C00941,Male,28,Riyadh,Premium
C00942,Female,31,Riyadh,Regular
C00943,Female,24,Riyadh,Occasional
C00944,Female,50,Makkah,New
C00945,Male,63,Madinah,Regular
C00946,Male,33,Makkah,New
C00947,Male,31,Dammam,Regular
C00948,Female,23,Jeddah,Occasional
C00949,Female,35,Khobar,Occasional
C00950,Female,45,Jeddah,Premium
C00951,Female,23,Madinah,Premium
C00952,Female,26,Khobar,Premium
C00953,Male,52,Khobar,Regular
C00954,Female,35,Dammam,Occasional
C00955,Male,22,Madinah,Regular
C00956,Male,36,Riyadh,Occasional
C00957,Male,32,Jeddah,Regular
C00958,Male,30,Makkah,Occasional
C00959,Male,54,Jeddah,Occasional
C00960,Female,46,Madinah,Occasional
C00961,Male,26,Jeddah,Regular
C00962,Female,65,Jeddah,Regular
C00963,Male,31,Madinah,Occasional
C00964,Male,49,Jeddah,Regular
C00965,Male,39,Jeddah,Regular
C00966,Male,52,Jeddah,Regular
C00967,Female,66,Riyadh,Occasional
C00968,Male,21,Khobar,Occasional
C00969,Female,61,Riyadh,Occasional
C00970,Male,53,Madinah,Regular
C00971,Female,48,Makkah,Regular
C00972,Female,34,Riyadh,New
C00973,Female,48,Khobar,Regular
C00974,Male,46,Dammam,Regular
C00975,Male,27,Riyadh,Occasional
C00976,Male,55,Riyadh,Regular
C00977,Female,18,Jeddah,Regular
C00978,Male,24,Khobar,Regular
C00979,Male,39,Dammam,Regular
C00980,Female,37,Dammam,Regular
C00981,Male,41,Makkah,New
C00982,Female,23,Makkah,Regular
C00983,Male,56,Dammam,Regular
C00984,Male,20,Makkah,Occasional
C00985,Female,18,Jeddah,New
C00986,Male,19,Madinah,Regular
C00987,Female,41,Dammam,Occasional
C00988,Male,65,Madinah,Occasional
C00989,Male,43,Dammam,Regular
C00990,Female,50,Riyadh,Regular
C00991,Female,19,Dammam,Regular
C00992,Female,36,Jeddah,Occasional
C00993,Male,43,Khobar,Regular
C00994,Female,44,Jeddah,Regular
C00995,Male,23,Madinah,Occasional
C00996,Male,43,Khobar,Regular
C00997,Female,38,Khobar,New
C00998,Male,48,Riyadh,New
C00999,Female,36,Tabuk,Regular
C01000,Male,23,Madinah,New
C01001,Male,44,Makkah,Premium
C01002,Male,25,Jeddah,Premium
C01003,Female,54,Dammam,Regular
C01004,Female,38,Riyadh,Occasional
C01005,Female,34,Dammam,Occasional
C01006,Female,64,Riyadh,Regular
C01007,Female,42,Dammam,Regular
C01008,Female,19,Khobar,Regular
C01009,Male,42,Jeddah,New
C01010,Male,25,Jeddah,New
C01011,Male,45,Madinah,Occasional
C01012,Female,48,Riyadh,Occasional
C01013,Female,61,Makkah,Occasional
C01014,Male,43,Riyadh,Regular
C01015,Female,39,Riyadh,Regular
C01016,Female,46,Riyadh,Occasional
C01017,Male,21,Makkah,Regular
C01018,Female,41,Jeddah,Premium
C01019,Female,36,Madinah,New
C01020,Male,18,Dammam,Occasional
C01021,Female,33,Riyadh,Regular
C01022,Male,47,Khobar,Occasional
C01023,Female,52,Riyadh,New
C01024,Female,20,Makkah,Premium
C01025,Female,21,Riyadh,Regular
C01026,Male,27,Jeddah,Regular
C01027,Female,45,Makkah,Regular
C01028,Female,22,Abha,Occasional
C01029,Male,38,Jeddah,Regular
C01030,Female,18,Madinah,Premium
C01031,Male,44,Riyadh,Premium
C01032,Female,32,Makkah,Premium
C01033,Male,52,Khobar,Regular
C01034,Male,32,Riyadh,Occasional
C01035,Male,37,Jeddah,Regular
C01036,Female,30,Riyadh,Occasional
C01037,Male,41,Jeddah,Occasional
C01038,Female,53,Riyadh,Regular
C01039,Male,22,Khobar,Occasional
C01040,Male,53,Tabuk,Occasional
C01041,Male,40,Riyadh,Regular
C01042,Female,19,Dammam,Regular
C01043,Male,34,Dammam,Occasional
C01044,Female,34,Abha,New
C01045,Female,38,Jeddah,Regular
C01046,Female,45,Dammam,Regular
C01047,Male,18,Jeddah,Regular
C01048,Male,44,Riyadh,Premium
C01049,Female,49,Riyadh,Occasional
C01050,Male,67,Jeddah,Regular
C01051,Female,37,Riyadh,Regular
C01052,Male,59,Dammam,Regular
C01053,Female,39,Jeddah,Premium
C01054,Female,25,Dammam,Regular
C01055,Female,52,Riyadh,Regular
C01056,Male,39,Abha,Premium
C01057,Female,39,Madinah,Occasional
C01058,Male,43,Riyadh,New
C01059,Male,52,Jeddah,Regular
C01060,Female,45,Dammam,Regular
C01061,Female,27,Riyadh,Regular
C01062,Female,31,Jeddah,Regular
C01063,Female,35,Riyadh,Regular
C01064,Male,35,Abha,Regular
C01065,Male,29,Madinah,Occasional
C01066,Female,53,Dammam,Regular
C01067,Male,40,Dammam,Premium
C01068,Male,34,Abha,Occasional
C01069,Male,19,Abha,Occasional
C01070,Male,33,Tabuk,Regular
C01071,Male,70,Riyadh,Regular
C01072,Male,30,Riyadh,Regular
C01073,Male,29,Khobar,Regular
C01074,Male,39,Dammam,Regular
C01075,Female,27,Riyadh,Regular
C01076,Male,23,Riyadh,Regular
C01077,Male,30,Madinah,Occasional
C01078,Female,38,Madinah,Occasional
C01079,Male,44,Jeddah,Regular
C01080,Female,26,Madinah,Regular
C01081,Female,27,Dammam,Regular
C01082,Male,63,Makkah,Regular
C01083,Male,33,Jeddah,Regular
C01084,Female,30,Riyadh,New
C01085,Female,34,Jeddah,Occasional
C01086,Male,44,Jeddah,New
C01087,Female,53,Dammam,Occasional
C01088,Male,28,Riyadh,New
C01089,Female,39,Tabuk,Occasional
C01090,Male,19,Riyadh,New
C01091,Female,30,Riyadh,Regular
C01092,Female,53,Dammam,Premium
C01093,Female,29,Dammam,Occasional
C01094,Male,42,Jeddah,New
C01095,Male,25,Makkah,Regular
C01096,Male,49,Jeddah,Regular
C01097,Male,19,Dammam,Regular
C01098,Male,45,Makkah,Occasional
C01099,Female,34,Riyadh,Regular
C01100,Male,50,Dammam,Occasional
C01101,Male,31,Madinah,New
C01102,Female,39,Riyadh,New
C01103,Female,25,Jeddah,Regular
C01104,Female,60,Abha,Regular
C01105,Female,19,Jeddah,Regular
C01106,Male,29,Jeddah,Regular
C01107,Male,40,Tabuk,Regular
C01108,Female,20,Riyadh,Occasional
C01109,Female,34,Riyadh,Regular
C01110,Male,69,Madinah,New
C01111,Female,61,Madinah,New
C01112,Male,31,Jeddah,Premium
C01113,Male,56,Jeddah,New
C01114,Male,37,Madinah,Occasional
C01115,Female,30,Makkah,Regular
C01116,Female,37,Riyadh,Regular
C01117,Male,36,Riyadh,Regular
C01118,Female,58,Jeddah,Regular
C01119,Male,29,Madinah,Occasional
C01120,Male,44,Madinah,Premium
C01121,Female,18,Abha,Occasional
C01122,Female,20,Madinah,Regular
C01123,Female,20,Dammam,Premium
C01124,Female,60,Jeddah,Occasional
C01125,Female,49,Makkah,Occasional
C01126,Female,50,Makkah,Regular
C01127,Male,41,Dammam,Premium
C01128,Male,27,Riyadh,New
C01129,Male,29,Abha,Occasional
C01130,Male,32,Jeddah,Regular
C01131,Female,28,Jeddah,Regular
C01132,Male,54,Dammam,Regular
C01133,Male,36,Khobar,Premium
C01134,Male,21,Riyadh,Occasional
C01135,Female,19,Madinah,Occasional
C01136,Male,20,Riyadh,Occasional
C01137,Female,28,Riyadh,Regular
C01138,Male,58,Jeddah,New
C01139,Male,44,Makkah,Regular
C01140,Female,53,Tabuk,New
C01141,Female,44,Makkah,Premium
C01142,Male,30,Abha,Regular
C01143,Female,18,Riyadh,Occasional
C01144,Female,48,Riyadh,Regular
C01145,Male,53,Dammam,Occasional
C01146,Female,33,Riyadh,Occasional
C01147,Female,40,Madinah,Premium
C01148,Female,39,Khobar,Occasional
C01149,Female,37,Tabuk,Regular
C01150,Female,68,Riyadh,Regular
C01151,Female,39,Jeddah,New
C01152,Female,37,Jeddah,New
C01153,Female,22,Riyadh,Regular
C01154,Female,22,Dammam,Regular
C01155,Female,26,Jeddah,Regular
C01156,Female,23,Jeddah,Occasional
C01157,Male,53,Jeddah,New
C01158,Female,41,Riyadh,Regular
C01159,Female,23,Dammam,Occasional
C01160,Male,50,Jeddah,Regular
C01161,Female,29,Riyadh,Regular
C01162,Male,28,Jeddah,New
C01163,Male,32,Riyadh,Regular
C01164,Female,26,Jeddah,Regular
C01165,Male,32,Riyadh,Occasional
C01166,Female,35,Jeddah,Regular
C01167,Female,34,Khobar,Regular
C01168,Male,55,Dammam,New
C01169,Male,20,Makkah,Occasional
C01170,Male,22,Jeddah,Occasional
C01171,Female,23,Jeddah,Regular
C01172,Female,40,Makkah,Regular
C01173,Female,21,Jeddah,New
C01174,Male,51,Khobar,Regular
C01175,Female,41,Jeddah,Regular
C01176,Male,36,Jeddah,Regular
C01177,Female,36,Makkah,Regular
C01178,Male,26,Riyadh,Regular
C01179,Female,26,Jeddah,New
C01180,Male,33,Riyadh,New
C01181,Female,39,Jeddah,Occasional
C01182,Male,32,Riyadh,Occasional
C01183,Female,22,Dammam,New
C01184,Female,70,Makkah,Occasional
C01185,Male,22,Makkah,Premium
C01186,Female,49,Jeddah,Regular
C01187,Female,45,Tabuk,Premium
C01188,Male,30,Dammam,Premium
C01189,Male,21,Jeddah,Regular
C01190,Female,24,Madinah,Regular
C01191,Male,37,Makkah,Regular
C01192,Female,40,Makkah,Premium
C01193,Male,46,Riyadh,Regular
C01194,Female,62,Jeddah,Regular
C01195,Male,35,Madinah,Occasional
C01196,Female,33,Jeddah,Premium
C01197,Female,32,Khobar,Occasional
C01198,Female,45,Dammam,New
C01199,Female,34,Madinah,Occasional
C01200,Male,21,Riyadh,Occasional
C01201,Female,43,Dammam,New
C01202,Male,26,Riyadh,Regular
C01203,Male,57,Khobar,New
C01204,Male,36,Makkah,Occasional
C01205,Male,22,Riyadh,Occasional
C01206,Female,70,Khobar,Regular
C01207,Female,32,Jeddah,Regular
C01208,Male,26,Riyadh,Occasional
C01209,Male,34,Jeddah,Occasional
C01210,Female,19,Riyadh,Occasional
C01211,Male,35,Jeddah,Premium
C01212,Male,24,Jeddah,Regular
C01213,Male,26,Makkah,Regular
C01214,Female,34,Makkah,Regular
C01215,Female,49,Dammam,Regular
C01216,Male,49,Riyadh,Regular
C01217,Male,27,Abha,Regular
C01218,Female,27,Khobar,Regular
C01219,Female,27,Riyadh,Premium
C01220,Male,30,Makkah,New
C01221,Female,48,Riyadh,Occasional
C01222,Male,37,Dammam,Occasional
C01223,Male,26,Jeddah,Regular
C01224,Female,27,Jeddah,Occasional
C01225,Male,21,Madinah,Regular
C01226,Female,40,Jeddah,New
C01227,Male,21,Riyadh,Occasional
C01228,Male,62,Abha,Occasional
C01229,Female,47,Abha,New
C01230,Male,27,Khobar,Regular
C01231,Female,37,Jeddah,Premium
C01232,Male,62,Riyadh,Occasional
C01233,Male,38,Makkah,Premium
C01234,Male,25,Riyadh,Regular
C01235,Female,26,Riyadh,Occasional
C01236,Male,54,Dammam,Regular
C01237,Female,36,Riyadh,Occasional
C01238,Male,37,Riyadh,New
C01239,Female,50,Jeddah,Regular
C01240,Male,52,Riyadh,Regular
C01241,Female,70,Riyadh,Regular
C01242,Female,21,Riyadh,Regular
C01243,Female,35,Riyadh,Premium
C01244,Female,53,Khobar,Premium
C01245,Female,45,Makkah,Regular
C01246,Female,44,Jeddah,Regular
C01247,Male,26,Jeddah,Occasional
C01248,Male,47,Riyadh,New
C01249,Female,41,Riyadh,Occasional
C01250,Female,18,Riyadh,Regular
C01251,Female,37,Dammam,Regular
C01252,Male,32,Makkah,Occasional
C01253,Male,33,Dammam,Regular
C01254,Male,19,Jeddah,Premium
C01255,Female,31,Riyadh,Occasional
C01256,Male,38,Makkah,Regular
C01257,Male,38,Jeddah,Regular
C01258,Male,38,Makkah,New
C01259,Male,50,Jeddah,New
C01260,Female,28,Makkah,Regular
C01261,Male,22,Abha,Regular
C01262,Female,53,Abha,Occasional
C01263,Male,31,Dammam,Occasional
C01264,Male,62,Jeddah,Premium
C01265,Male,49,Riyadh,Occasional
C01266,Male,39,Abha,New
C01267,Male,67,Jeddah,Regular
C01268,Male,20,Riyadh,New
C01269,Female,31,Jeddah,New
C01270,Male,42,Riyadh,Regular
C01271,Female,33,Jeddah,Occasional
C01272,Female,69,Dammam,Regular
C01273,Female,23,Jeddah,Occasional
C01274,Male,36,Riyadh,Occasional
C01275,Male,37,Abha,Regular
C01276,Male,36,Makkah,Occasional
C01277,Male,34,Madinah,Occasional
C01278,Female,31,Jeddah,Regular
C01279,Male,46,Makkah,Regular
C01280,Male,26,Jeddah,Premium
C01281,Female,46,Riyadh,Occasional
C01282,Female,38,Riyadh,New
C01283,Female,45,Jeddah,Occasional
C01284,Male,36,Riyadh,Regular
C01285,Male,27,Tabuk,Regular
C01286,Male,41,Riyadh,Regular
C01287,Male,54,Jeddah,Regular
C01288,Male,25,Jeddah,Regular
C01289,Male,60,Jeddah,Regular
C01290,Male,37,Dammam,Regular
C01291,Male,20,Riyadh,New
C01292,Male,28,Makkah,Occasional
C01293,Female,67,Jeddah,Occasional
C01294,Female,28,Dammam,Regular
C01295,Female,51,Khobar,New
C01296,Male,47,Madinah,Occasional
C01297,Male,32,Madinah,New
C01298,Male,20,Dammam,Regular
C01299,Female,41,Jeddah,Regular
C01300,Female,26,Jeddah,Regular
C01301,Male,49,Makkah,Regular
C01302,Female,30,Madinah,Occasional
C01303,Male,44,Riyadh,New
C01304,Male,48,Jeddah,Regular
C01305,Female,34,Makkah,Premium
C01306,Female,29,Jeddah,Occasional
C01307,Female,33,Jeddah,Regular
C01308,Female,31,Jeddah,Occasional
C01309,Male,36,Dammam,Occasional
C01310,Female,45,Tabuk,Regular
C01311,Male,26,Jeddah,Occasional
C01312,Female,37,Riyadh,Regular
C01313,Male,36,Riyadh,New
C01314,Female,27,Riyadh,Occasional
C01315,Male,34,Dammam,New
C01316,Female,69,Dammam,Premium
C01317,Male,43,Riyadh,Regular
C01318,Female,38,Khobar,Premium
C01319,Male,43,Makkah,Regular
C01320,Male,20,Riyadh,New
C01321,Male,37,Jeddah,Regular
C01322,Male,35,Tabuk,Occasional
C01323,Female,39,Jeddah,Regular
C01324,Male,34,Makkah,Regular
C01325,Female,19,Jeddah,New
C01326,Male,26,Makkah,Regular
C01327,Male,58,Makkah,Occasional
C01328,Female,26,Khobar,Regular
C01329,Female,36,Madinah,New
C01330,Male,22,Abha,Occasional
C01331,Female,20,Dammam,Occasional
C01332,Female,39,Riyadh,Premium
C01333,Male,38,Jeddah,Regular
C01334,Female,36,Makkah,New
C01335,Female,34,Khobar,New
C01336,Female,46,Riyadh,Premium
C01337,Male,30,Riyadh,Regular
C01338,Female,31,Khobar,Regular
C01339,Male,44,Riyadh,Regular
C01340,Male,30,Jeddah,Occasional
C01341,Male,31,Makkah,Regular
C01342,Male,35,Dammam,Regular
C01343,Female,40,Riyadh,Occasional
C01344,Female,47,Riyadh,Regular
C01345,Female,25,Riyadh,Occasional
C01346,Male,21,Riyadh,New
C01347,Male,34,Dammam,Regular
C01348,Male,62,Jeddah,Occasional
C01349,Female,44,Riyadh,Regular
C01350,Male,38,Riyadh,Regular
C01351,Female,21,Riyadh,Premium
C01352,Female,44,Tabuk,Regular
C01353,Male,21,Jeddah,Regular
C01354,Female,40,Madinah,Regular
C01355,Male,68,Madinah,New
C01356,Female,63,Jeddah,Occasional
C01357,Female,39,Khobar,New
C01358,Male,44,Riyadh,Occasional
C01359,Male,68,Khobar,Regular
C01360,Female,42,Riyadh,Regular
C01361,Female,21,Madinah,Regular
C01362,Male,44,Riyadh,Regular
C01363,Female,33,Makkah,Occasional
C01364,Female,43,Riyadh,Regular
C01365,Female,39,Madinah,Regular
C01366,Male,40,Jeddah,Regular
C01367,Female,29,Khobar,Premium
C01368,Female,27,Jeddah,Regular
C01369,Male,42,Jeddah,Regular
C01370,Male,53,Khobar,Occasional
C01371,Female,38,Abha,Regular
C01372,Male,33,Riyadh,Occasional
C01373,Female,63,Abha,Regular
C01374,Male,61,Dammam,Premium
C01375,Male,32,Makkah,Occasional
C01376,Female,24,Jeddah,Occasional
C01377,Male,47,Jeddah,Regular
C01378,Male,49,Madinah,New
C01379,Male,57,Jeddah,Premium
C01380,Female,51,Dammam,Regular
C01381,Male,40,Riyadh,Occasional
C01382,Male,37,Riyadh,Occasional
C01383,Female,18,Khobar,Regular
C01384,Male,25,Khobar,Premium
C01385,Female,44,Dammam,New
C01386,Male,37,Riyadh,Regular
C01387,Female,44,Jeddah,Regular
C01388,Male,51,Jeddah,Regular
C01389,Female,27,Jeddah,New
C01390,Male,37,Madinah,Premium
C01391,Male,19,Makkah,Occasional
C01392,Male,33,Riyadh,Occasional
C01393,Male,48,Madinah,Regular
C01394,Male,44,Jeddah,Occasional
C01395,Male,67,Makkah,New
C01396,Female,30,Riyadh,Regular
C01397,Male,36,Khobar,Regular
C01398,Male,33,Riyadh,New
C01399,Female,31,Jeddah,Occasional
C01400,Female,54,Riyadh,Regular
C01401,Male,39,Riyadh,Occasional
C01402,Male,51,Riyadh,Occasional
C01403,Male,28,Riyadh,Occasional
C01404,Female,54,Riyadh,New
C01405,Female,22,Khobar,Regular
C01406,Male,51,Riyadh,Regular
C01407,Female,26,Dammam,Occasional
C01408,Female,31,Riyadh,Regular
C01409,Female,38,Abha,Occasional
C01410,Female,58,Abha,Regular
C01411,Male,18,Riyadh,Regular
C01412,Male,27,Dammam,Regular
C01413,Male,49,Riyadh,Occasional
C01414,Male,29,Abha,Occasional
C01415,Male,26,Dammam,Regular
C01416,Female,28,Riyadh,Regular
C01417,Male,25,Jeddah,Regular
C01418,Male,69,Riyadh,Occasional
C01419,Male,53,Jeddah,Regular
C01420,Female,35,Khobar,Occasional
C01421,Male,60,Jeddah,Regular
C01422,Male,41,Jeddah,Regular
C01423,Male,20,Riyadh,Occasional
C01424,Male,25,Riyadh,Premium
C01425,Female,31,Riyadh,Regular
C01426,Female,27,Makkah,Regular
C01427,Male,67,Riyadh,Premium
C01428,Female,54,Dammam,Regular
C01429,Female,30,Jeddah,Regular
C01430,Female,40,Riyadh,Occasional
C01431,Male,38,Dammam,Occasional
C01432,Male,66,Jeddah,Occasional
C01433,Male,50,Jeddah,Regular
C01434,Female,44,Dammam,Occasional
C01435,Male,48,Jeddah,Occasional
C01436,Male,42,Jeddah,Regular
C01437,Male,43,Dammam,Occasional
C01438,Female,19,Khobar,New
C01439,Male,24,Riyadh,Regular
C01440,Female,43,Jeddah,New
C01441,Female,33,Riyadh,Premium
C01442,Male,21,Riyadh,Regular
C01443,Female,39,Dammam,Regular
C01444,Male,18,Madinah,Occasional
C01445,Female,40,Madinah,Regular
C01446,Male,42,Riyadh,New
C01447,Female,55,Jeddah,Occasional
C01448,Female,36,Dammam,Occasional
C01449,Female,22,Riyadh,Regular
C01450,Female,35,Makkah,New
C01451,Male,49,Makkah,Occasional
C01452,Female,56,Abha,Regular
C01453,Female,34,Riyadh,Occasional
C01454,Female,34,Riyadh,Occasional
C01455,Male,68,Madinah,Occasional
C01456,Female,28,Khobar,Regular
C01457,Female,35,Madinah,Regular
C01458,Female,31,Riyadh,Premium
C01459,Male,22,Dammam,Regular
C01460,Female,26,Dammam,Occasional
C01461,Male,32,Riyadh,New
C01462,Female,35,Jeddah,New
C01463,Male,69,Dammam,Occasional
C01464,Female,31,Riyadh,Occasional
C01465,Female,45,Riyadh,Regular
C01466,Male,21,Khobar,Occasional
C01467,Female,40,Jeddah,Premium
C01468,Male,22,Madinah,Regular
C01469,Female,60,Jeddah,Occasional
C01470,Female,49,Riyadh,Regular
C01471,Female,36,Tabuk,Premium
C01472,Female,46,Abha,Occasional
C01473,Female,43,Riyadh,Regular
C01474,Male,59,Makkah,Premium
C01475,Male,39,Riyadh,Premium
C01476,Female,61,Riyadh,Regular
C01477,Female,40,Riyadh,Regular
C01478,Female,19,Riyadh,Occasional
C01479,Female,35,Makkah,Regular
C01480,Male,22,Khobar,Occasional
C01481,Female,38,Tabuk,Regular
C01482,Male,37,Khobar,Regular
C01483,Male,36,Jeddah,Occasional
C01484,Male,19,Khobar,Occasional
C01485,Male,26,Tabuk,Occasional
C01486,Male,38,Khobar,New
C01487,Male,56,Makkah,Regular
C01488,Female,28,Abha,Regular
C01489,Male,27,Riyadh,New
C01490,Male,43,Khobar,Premium
C01491,Male,41,Madinah,Premium
C01492,Male,27,Abha,Regular
C01493,Male,32,Riyadh,Occasional
C01494,Male,33,Jeddah,Regular
C01495,Female,67,Khobar,Regular
C01496,Female,24,Riyadh,Regular
C01497,Female,30,Dammam,Occasional
C01498,Male,21,Riyadh,Regular
C01499,Male,29,Jeddah,Regular
C01500,Female,52,Jeddah,Occasional
C01501,Male,27,Dammam,New
C01502,Male,19,Jeddah,Occasional
C01503,Male,37,Jeddah,Occasional
C01504,Male,21,Riyadh,Regular
C01505,Male,24,Riyadh,Regular
C01506,Male,52,Riyadh,Regular
C01507,Female,45,Riyadh,Occasional
C01508,Male,67,Dammam,Regular
C01509,Female,51,Makkah,Occasional
C01510,Female,43,Riyadh,New
C01511,Female,21,Riyadh,Premium
