product_id,product_name,category,subcategory,brand,unit_cost,selling_price
P0294,Gulf Fresh Health & Wellness Item 294,Health & Wellness,Health & Wellness,Gulf Fresh,198.57,269.31
P0295,Golden Basket Food & Beverages Item 295,Food & Beverages,Food & Beverages,Golden Basket,74.31,98.21
P0296,Nakhla Fresh Food Item 296,Fresh Food,Fresh Food,Nakhla,55.38,75.53
P0297,Eastern Choice Fresh Food Item 297,Fresh Food,Fresh Food,Eastern Choice,84.68,110.77
P0298,Al Waha Beauty Item 298,Beauty,Beauty,Al Waha,135.03,215.86
P0299,Sahara Home Baby Care Item 299,Baby Care,Baby Care,Sahara Home,115.26,147.37
P0300,Al Waha Fresh Food Item 300,Fresh Food,Fresh Food,Al Waha,11.65,15.08
P0301,Desert Harvest Baby Care Item 301,Baby Care,Baby Care,Desert Harvest,137.91,193.82
P0302,Desert Harvest Food & Beverages Item 302,Food & Beverages,Food & Beverages,Desert Harvest,11.96,14.85
P0303,Oasis Choice Health & Wellness Item 303,Health & Wellness,Health & Wellness,Oasis Choice,166.95,234.96
P0304,Gulf Fresh Health & Wellness Item 304,Health & Wellness,Health & Wellness,Gulf Fresh,158.59,229.68
P0305,Nakhla Household Item 305,Household,Household,Nakhla,107.77,147.18
P0306,Palm Valley Baby Care Item 306,Baby Care,Baby Care,Palm Valley,14.22,18.26
P0307,Sahara Home Fresh Food Item 307,Fresh Food,Fresh Food,Sahara Home,32.4,40.01
P0308,Sahara Home Fresh Food Item 308,Fresh Food,Fresh Food,Sahara Home,28.52,38.29
P0309,Eastern Choice Household Item 309,Household,Household,Eastern Choice,57.22,78.12
P0310,Oasis Choice Food & Beverages Item 310,Food & Beverages,Food & Beverages,Oasis Choice,8.84,10.34
P0311,Desert Harvest Fresh Food Item 311,Fresh Food,Fresh Food,Desert Harvest,93.88,117.16
P0312,Oasis Choice Electronics Item 312,Electronics,Electronics,Oasis Choice,451.97,510.0
P0313,Golden Basket Food & Beverages Item 313,Food & Beverages,Food & Beverages,Golden Basket,25.83,31.5
P0314,Eastern Choice Fresh Food Item 314,Fresh Food,Fresh Food,Eastern Choice,41.51,53.55
P0315,Eastern Choice Fresh Food Item 315,Fresh Food,Fresh Food,Eastern Choice,46.38,62.6
P0316,Nakhla Beauty Item 316,Beauty,Beauty,Nakhla,154.14,243.22
P0317,Gulf Fresh Health & Wellness Item 317,Health & Wellness,Health & Wellness,Gulf Fresh,107.98,160.49
P0318,Northern Star Household Item 318,Household,Household,Northern Star,138.31,175.72
P0319,Rimal Food & Beverages Item 319,Food & Beverages,Food & Beverages,Rimal,40.76,53.73
P0320,Northern Star Personal Care Item 320,Personal Care,Personal Care,Northern Star,119.1,162.91
P0321,Arabian Select Electronics Item 321,Electronics,Electronics,Arabian Select,684.11,886.48
P0322,Arabian Select Food & Beverages Item 322,Food & Beverages,Food & Beverages,Arabian Select,18.26,23.31
P0323,Eastern Choice Personal Care Item 323,Personal Care,Personal Care,Eastern Choice,112.02,143.56
P0324,Oasis Choice Household Item 324,Household,Household,Oasis Choice,21.87,29.2
P0325,Golden Basket Beauty Item 325,Beauty,Beauty,Golden Basket,206.19,301.82
P0326,Nakhla Fresh Food Item 326,Fresh Food,Fresh Food,Nakhla,39.92,53.38
P0327,Palm Valley Household Item 327,Household,Household,Palm Valley,132.31,160.61
P0328,Arabian Select Household Item 328,Household,Household,Arabian Select,130.87,161.62
P0329,Nakhla Baby Care Item 329,Baby Care,Baby Care,Nakhla,146.62,207.31
P0330,Eastern Choice Household Item 330,Household,Household,Eastern Choice,119.55,148.89
P0331,Gulf Fresh Personal Care Item 331,Personal Care,Personal Care,Gulf Fresh,40.04,58.43
P0332,Al Waha Household Item 332,Household,Household,Al Waha,16.73,21.01
P0333,Northern Star Food & Beverages Item 333,Food & Beverages,Food & Beverages,Northern Star,33.43,42.74
P0334,Golden Basket Food & Beverages Item 334,Food & Beverages,Food & Beverages,Golden Basket,15.53,20.02
P0335,Desert Harvest Beauty Item 335,Beauty,Beauty,Desert Harvest,176.79,270.39
P0336,Nakhla Household Item 336,Household,Household,Nakhla,55.18,69.59
P0337,Gulf Fresh Fresh Food Item 337,Fresh Food,Fresh Food,Gulf Fresh,97.63,121.31
P0338,Palm Valley Household Item 338,Household,Household,Palm Valley,97.94,118.18
P0339,Rimal Health & Wellness Item 339,Health & Wellness,Health & Wellness,Rimal,166.27,231.31
P0340,Northern Star Health & Wellness Item 340,Health & Wellness,Health & Wellness,Northern Star,35.18,52.63
P0341,Desert Harvest Food & Beverages Item 341,Food & Beverages,Food & Beverages,Desert Harvest,69.24,92.62
P0342,Northern Star Health & Wellness Item 342,Health & Wellness,Health & Wellness,Northern Star,185.32,289.35
P0343,Eastern Choice Food & Beverages Item 343,Food & Beverages,Food & Beverages,Eastern Choice,39.99,52.12
P0344,Rimal Fresh Food Item 344,Fresh Food,Fresh Food,Rimal,61.81,83.92
P0345,Northern Star Food & Beverages Item 345,Food & Beverages,Food & Beverages,Northern Star,61.66,79.11
P0346,Palm Valley Household Item 346,Household,Household,Palm Valley,30.35,38.0
P0347,Gulf Fresh Food & Beverages Item 347,Food & Beverages,Food & Beverages,Gulf Fresh,41.2,54.86
P0348,Arabian Select Fresh Food Item 348,Fresh Food,Fresh Food,Arabian Select,41.67,55.59
P0349,Rimal Beauty Item 349,Beauty,Beauty,Rimal,45.13,69.78
P0350,Eastern Choice Health & Wellness Item 350,Health & Wellness,Health & Wellness,Eastern Choice,79.83,106.44
P0351,Desert Harvest Food & Beverages Item 351,Food & Beverages,Food & Beverages,Desert Harvest,7.32,9.07
P0352,Oasis Choice Baby Care Item 352,Baby Care,Baby Care,Oasis Choice,12.44,16.36
P0353,Sahara Home Food & Beverages Item 353,Food & Beverages,Food & Beverages,Sahara Home,12.54,16.59
P0354,Nakhla Fresh Food Item 354,Fresh Food,Fresh Food,Nakhla,96.42,126.25
P0355,Northern Star Food & Beverages Item 355,Food & Beverages,Food & Beverages,Northern Star,44.86,55.0
P0356,Arabian Select Food & Beverages Item 356,Food & Beverages,Food & Beverages,Arabian Select,77.33,104.04
P0357,Rimal Food & Beverages Item 357,Food & Beverages,Food & Beverages,Rimal,35.73,41.88
P0358,Northern Star Beauty Item 358,Beauty,Beauty,Northern Star,84.84,127.08
P0359,Al Waha Beauty Item 359,Beauty,Beauty,Al Waha,131.47,179.42
P0360,Nakhla Food & Beverages Item 360,Food & Beverages,Food & Beverages,Nakhla,36.28,47.09
P0361,Oasis Choice Electronics Item 361,Electronics,Electronics,Oasis Choice,102.42,131.47
P0362,Palm Valley Household Item 362,Household,Household,Palm Valley,97.92,122.99
P0363,Sahara Home Beauty Item 363,Beauty,Beauty,Sahara Home,61.85,102.08
P0364,Gulf Fresh Household Item 364,Household,Household,Gulf Fresh,94.84,119.35
P0365,Northern Star Household Item 365,Household,Household,Northern Star,99.28,137.22
P0366,Oasis Choice Beauty Item 366,Beauty,Beauty,Oasis Choice,46.49,75.03
P0367,Oasis Choice Food & Beverages Item 367,Food & Beverages,Food & Beverages,Oasis Choice,6.79,8.9
P0368,Palm Valley Food & Beverages Item 368,Food & Beverages,Food & Beverages,Palm Valley,62.9,72.56
P0369,Golden Basket Fresh Food Item 369,Fresh Food,Fresh Food,Golden Basket,47.6,66.29
P0370,Palm Valley Fresh Food Item 370,Fresh Food,Fresh Food,Palm Valley,8.64,11.62
P0371,Northern Star Household Item 371,Household,Household,Northern Star,149.26,188.21
P0372,Golden Basket Personal Care Item 372,Personal Care,Personal Care,Golden Basket,11.64,16.96
P0373,Golden Basket Health & Wellness Item 373,Health & Wellness,Health & Wellness,Golden Basket,142.06,196.68
P0374,Arabian Select Household Item 374,Household,Household,Arabian Select,147.63,202.92
P0375,Arabian Select Food & Beverages Item 375,Food & Beverages,Food & Beverages,Arabian Select,20.66,24.22
P0376,Desert Harvest Food & Beverages Item 376,Food & Beverages,Food & Beverages,Desert Harvest,13.1,16.91
P0377,Rimal Baby Care Item 377,Baby Care,Baby Care,Rimal,28.88,38.56
P0378,Rimal Health & Wellness Item 378,Health & Wellness,Health & Wellness,Rimal,67.62,89.86
P0379,Eastern Choice Food & Beverages Item 379,Food & Beverages,Food & Beverages,Eastern Choice,9.88,11.84
P0380,Gulf Fresh Personal Care Item 380,Personal Care,Personal Care,Gulf Fresh,84.6,106.01
P0381,Rimal Personal Care Item 381,Personal Care,Personal Care,Rimal,12.16,16.63
P0382,Arabian Select Baby Care Item 382,Baby Care,Baby Care,Arabian Select,95.62,121.95
P0383,Desert Harvest Food & Beverages Item 383,Food & Beverages,Food & Beverages,Desert Harvest,79.74,101.24
P0384,Desert Harvest Food & Beverages Item 384,Food & Beverages,Food & Beverages,Desert Harvest,65.49,79.21
P0385,Golden Basket Electronics Item 385,Electronics,Electronics,Golden Basket,499.87,579.84
P0386,Eastern Choice Food & Beverages Item 386,Food & Beverages,Food & Beverages,Eastern Choice,25.89,33.62
P0387,Palm Valley Health & Wellness Item 387,Health & Wellness,Health & Wellness,Palm Valley,128.54,168.96
P0388,Gulf Fresh Personal Care Item 388,Personal Care,Personal Care,Gulf Fresh,65.61,96.82
P0389,Northern Star Food & Beverages Item 389,Food & Beverages,Food & Beverages,Northern Star,35.23,46.52
P0390,Golden Basket Personal Care Item 390,Personal Care,Personal Care,Golden Basket,20.03,28.38
P0391,Palm Valley Baby Care Item 391,Baby Care,Baby Care,Palm Valley,160.5,216.4
P0392,Rimal Fresh Food Item 392,Fresh Food,Fresh Food,Rimal,46.63,64.28
P0393,Eastern Choice Electronics Item 393,Electronics,Electronics,Eastern Choice,171.81,195.36
P0394,Golden Basket Household Item 394,Household,Household,Golden Basket,58.33,70.92
P0395,Nakhla Health & Wellness Item 395,Health & Wellness,Health & Wellness,Nakhla,88.68,121.66
P0396,Rimal Food & Beverages Item 396,Food & Beverages,Food & Beverages,Rimal,66.55,87.11
P0397,Palm Valley Personal Care Item 397,Personal Care,Personal Care,Palm Valley,89.37,112.49
P0398,Gulf Fresh Fresh Food Item 398,Fresh Food,Fresh Food,Gulf Fresh,77.62,102.19
P0399,Northern Star Food & Beverages Item 399,Food & Beverages,Food & Beverages,Northern Star,2.86,3.86
P0400,Palm Valley Food & Beverages Item 400,Food & Beverages,Food & Beverages,Palm Valley,34.46,45.53
P0401,Golden Basket Food & Beverages Item 401,Food & Beverages,Food & Beverages,Golden Basket,39.54,49.59
P0402,Golden Basket Food & Beverages Item 402,Food & Beverages,Food & Beverages,Golden Basket,3.5,4.07
P0403,Northern Star Food & Beverages Item 403,Food & Beverages,Food & Beverages,Northern Star,22.27,29.31
P0404,Oasis Choice Health & Wellness Item 404,Health & Wellness,Health & Wellness,Oasis Choice,154.46,228.55
P0405,Gulf Fresh Household Item 405,Household,Household,Gulf Fresh,24.88,30.43
P0406,Al Waha Fresh Food Item 406,Fresh Food,Fresh Food,Al Waha,54.93,66.95
P0407,Rimal Electronics Item 407,Electronics,Electronics,Rimal,187.86,240.82
P0408,Desert Harvest Household Item 408,Household,Household,Desert Harvest,6.76,9.02
P0409,Northern Star Personal Care Item 409,Personal Care,Personal Care,Northern Star,32.74,47.71
P0410,Gulf Fresh Household Item 410,Household,Household,Gulf Fresh,146.5,201.55
P0411,Desert Harvest Health & Wellness Item 411,Health & Wellness,Health & Wellness,Desert Harvest,162.29,238.81
P0412,Gulf Fresh Personal Care Item 412,Personal Care,Personal Care,Gulf Fresh,115.35,159.11
P0413,Gulf Fresh Health & Wellness Item 413,Health & Wellness,Health & Wellness,Gulf Fresh,102.69,146.76
P0414,Palm Valley Household Item 414,Household,Household,Palm Valley,20.91,26.42
P0415,Gulf Fresh Beauty Item 415,Beauty,Beauty,Gulf Fresh,141.51,212.56
P0416,Oasis Choice Household Item 416,Household,Household,Oasis Choice,70.88,96.03
P0417,Al Waha Personal Care Item 417,Personal Care,Personal Care,Al Waha,102.1,142.99
P0418,Golden Basket Fresh Food Item 418,Fresh Food,Fresh Food,Golden Basket,12.51,17.25
P0419,Sahara Home Electronics Item 419,Electronics,Electronics,Sahara Home,400.83,476.46
P0420,Desert Harvest Food & Beverages Item 420,Food & Beverages,Food & Beverages,Desert Harvest,13.7,17.42
P0421,Golden Basket Fresh Food Item 421,Fresh Food,Fresh Food,Golden Basket,34.49,45.74
P0422,Sahara Home Beauty Item 422,Beauty,Beauty,Sahara Home,186.97,291.13
P0423,Al Waha Fresh Food Item 423,Fresh Food,Fresh Food,Al Waha,49.17,65.91
P0424,Al Waha Electronics Item 424,Electronics,Electronics,Al Waha,313.19,359.38
P0425,Desert Harvest Household Item 425,Household,Household,Desert Harvest,62.2,81.01
P0426,Desert Harvest Food & Beverages Item 426,Food & Beverages,Food & Beverages,Desert Harvest,37.84,44.3
P0427,Al Waha Personal Care Item 427,Personal Care,Personal Care,Al Waha,95.28,128.26
P0428,Sahara Home Beauty Item 428,Beauty,Beauty,Sahara Home,224.1,340.79
P0429,Northern Star Health & Wellness Item 429,Health & Wellness,Health & Wellness,Northern Star,191.51,286.44
P0430,Gulf Fresh Personal Care Item 430,Personal Care,Personal Care,Gulf Fresh,95.49,142.05
P0431,Rimal Food & Beverages Item 431,Food & Beverages,Food & Beverages,Rimal,26.6,33.79
P0432,Eastern Choice Electronics Item 432,Electronics,Electronics,Eastern Choice,556.75,695.22
P0433,Nakhla Fresh Food Item 433,Fresh Food,Fresh Food,Nakhla,45.45,59.14
P0434,Eastern Choice Beauty Item 434,Beauty,Beauty,Eastern Choice,71.12,111.8
P0435,Golden Basket Food & Beverages Item 435,Food & Beverages,Food & Beverages,Golden Basket,67.59,78.69
P0436,Palm Valley Personal Care Item 436,Personal Care,Personal Care,Palm Valley,9.42,12.37
P0437,Golden Basket Food & Beverages Item 437,Food & Beverages,Food & Beverages,Golden Basket,72.34,88.43
P0438,Palm Valley Fresh Food Item 438,Fresh Food,Fresh Food,Palm Valley,47.76,61.83
P0439,Sahara Home Food & Beverages Item 439,Food & Beverages,Food & Beverages,Sahara Home,51.7,59.93
P0440,Palm Valley Health & Wellness Item 440,Health & Wellness,Health & Wellness,Palm Valley,135.28,181.55
P0441,Desert Harvest Personal Care Item 441,Personal Care,Personal Care,Desert Harvest,107.94,142.39
P0442,Northern Star Beauty Item 442,Beauty,Beauty,Northern Star,162.8,275.14
P0443,Rimal Health & Wellness Item 443,Health & Wellness,Health & Wellness,Rimal,126.65,177.23
P0444,Rimal Electronics Item 444,Electronics,Electronics,Rimal,71.99,86.13
P0445,Desert Harvest Food & Beverages Item 445,Food & Beverages,Food & Beverages,Desert Harvest,42.44,50.47
P0446,Northern Star Food & Beverages Item 446,Food & Beverages,Food & Beverages,Northern Star,13.71,17.44
P0447,Oasis Choice Food & Beverages Item 447,Food & Beverages,Food & Beverages,Oasis Choice,59.52,71.79
P0448,Eastern Choice Fresh Food Item 448,Fresh Food,Fresh Food,Eastern Choice,52.69,65.41
P0449,Sahara Home Fresh Food Item 449,Fresh Food,Fresh Food,Sahara Home,68.98,89.9
P0450,Eastern Choice Health & Wellness Item 450,Health & Wellness,Health & Wellness,Eastern Choice,17.92,23.33
P0451,Oasis Choice Health & Wellness Item 451,Health & Wellness,Health & Wellness,Oasis Choice,26.11,34.0
P0452,Oasis Choice Health & Wellness Item 452,Health & Wellness,Health & Wellness,Oasis Choice,146.1,199.53
P0453,Golden Basket Food & Beverages Item 453,Food & Beverages,Food & Beverages,Golden Basket,7.62,8.82
P0454,Al Waha Fresh Food Item 454,Fresh Food,Fresh Food,Al Waha,9.91,12.11
P0455,Golden Basket Household Item 455,Household,Household,Golden Basket,6.76,8.57
P0456,Al Waha Household Item 456,Household,Household,Al Waha,143.69,195.49
P0457,Nakhla Beauty Item 457,Beauty,Beauty,Nakhla,187.0,289.89
P0458,Palm Valley Food & Beverages Item 458,Food & Beverages,Food & Beverages,Palm Valley,29.55,37.01
P0459,Northern Star Food & Beverages Item 459,Food & Beverages,Food & Beverages,Northern Star,25.13,30.37
P0460,Al Waha Baby Care Item 460,Baby Care,Baby Care,Al Waha,68.15,97.65
P0461,Eastern Choice Food & Beverages Item 461,Food & Beverages,Food & Beverages,Eastern Choice,62.42,76.74
P0462,Desert Harvest Health & Wellness Item 462,Health & Wellness,Health & Wellness,Desert Harvest,135.66,179.9
P0463,Golden Basket Personal Care Item 463,Personal Care,Personal Care,Golden Basket,26.3,36.93
P0464,Northern Star Household Item 464,Household,Household,Northern Star,30.25,36.99
P0465,Sahara Home Personal Care Item 465,Personal Care,Personal Care,Sahara Home,16.32,21.81
P0466,Northern Star Household Item 466,Household,Household,Northern Star,100.74,131.11
P0467,Palm Valley Baby Care Item 467,Baby Care,Baby Care,Palm Valley,139.47,197.85
P0468,Nakhla Personal Care Item 468,Personal Care,Personal Care,Nakhla,35.48,48.73
P0469,Al Waha Beauty Item 469,Beauty,Beauty,Al Waha,15.03,23.98
P0470,Nakhla Beauty Item 470,Beauty,Beauty,Nakhla,29.72,50.45
P0471,Sahara Home Health & Wellness Item 471,Health & Wellness,Health & Wellness,Sahara Home,193.89,259.71
P0472,Oasis Choice Fresh Food Item 472,Fresh Food,Fresh Food,Oasis Choice,31.66,39.73
P0473,Rimal Baby Care Item 473,Baby Care,Baby Care,Rimal,140.31,182.21
P0474,Sahara Home Food & Beverages Item 474,Food & Beverages,Food & Beverages,Sahara Home,50.72,62.61
P0475,Arabian Select Food & Beverages Item 475,Food & Beverages,Food & Beverages,Arabian Select,31.79,39.17
P0476,Sahara Home Personal Care Item 476,Personal Care,Personal Care,Sahara Home,28.65,42.31
P0477,Nakhla Health & Wellness Item 477,Health & Wellness,Health & Wellness,Nakhla,33.06,50.06
P0478,Northern Star Food & Beverages Item 478,Food & Beverages,Food & Beverages,Northern Star,49.97,63.54
P0479,Desert Harvest Beauty Item 479,Beauty,Beauty,Desert Harvest,195.91,285.69
P0480,Golden Basket Health & Wellness Item 480,Health & Wellness,Health & Wellness,Golden Basket,132.34,204.75
P0481,Desert Harvest Personal Care Item 481,Personal Care,Personal Care,Desert Harvest,65.98,98.23
P0482,Nakhla Electronics Item 482,Electronics,Electronics,Nakhla,52.72,66.65
P0483,Golden Basket Food & Beverages Item 483,Food & Beverages,Food & Beverages,Golden Basket,77.54,89.2
P0484,Arabian Select Food & Beverages Item 484,Food & Beverages,Food & Beverages,Arabian Select,64.3,82.13
P0485,Rimal Baby Care Item 485,Baby Care,Baby Care,Rimal,58.37,70.79
P0486,Palm Valley Beauty Item 486,Beauty,Beauty,Palm Valley,245.19,353.11
P0487,Eastern Choice Baby Care Item 487,Baby Care,Baby Care,Eastern Choice,111.52,135.48
P0488,Nakhla Household Item 488,Household,Household,Nakhla,89.45,118.14
P0489,Northern Star Personal Care Item 489,Personal Care,Personal Care,Northern Star,91.03,129.41
P0490,Al Waha Electronics Item 490,Electronics,Electronics,Al Waha,653.18,733.45
P0491,Nakhla Electronics Item 491,Electronics,Electronics,Nakhla,532.05,626.1
P0492,Nakhla Baby Care Item 492,Baby Care,Baby Care,Nakhla,30.03,39.46
P0493,Golden Basket Personal Care Item 493,Personal Care,Personal Care,Golden Basket,43.9,58.93
P0494,Gulf Fresh Health & Wellness Item 494,Health & Wellness,Health & Wellness,Gulf Fresh,186.34,249.01
P0495,Sahara Home Household Item 495,Household,Household,Sahara Home,37.57,48.23
P0496,Northern Star Food & Beverages Item 496,Food & Beverages,Food & Beverages,Northern Star,31.03,40.35
P0497,Gulf Fresh Fresh Food Item 497,Fresh Food,Fresh Food,Gulf Fresh,44.91,54.53
P0498,Arabian Select Food & Beverages Item 498,Food & Beverages,Food & Beverages,Arabian Select,36.27,42.29
P0499,Al Waha Fresh Food Item 499,Fresh Food,Fresh Food,Al Waha,62.46,79.38
P0500,Rimal Household Item 500,Household,Household,Rimal,141.75,196.8
